complaint_id,product_group,classification,confidence,delegative_score,evaluative_score,primary_evidence,secondary_signals
5953121,credit_card,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on unmet performance expectations and poor service quality, as the consumer repeatedly mentions that 'NOTHING HAS BEEN DONE' and requests for a refund or transfer have not been fulfilled.","The consumer expresses frustration with incorrect charges and the failure to credit payments properly, indicating dissatisfaction with service performance."
1737512,credit_card,EVALUATIVE,0.8,0.2,0.8,"The complaint focuses on the unmet promise that the bank would use the report on file, but instead there is an additional inquiry.",The language indicates frustration with the process and unmet expectations.
6440781,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on the failure to issue a refund and the lack of responsibility taken by Barclays, indicating unmet performance expectations.","The consumer expresses frustration with the process and the lack of resolution, which aligns with evaluative trust failure."
5613912,credit_card,UNCLASSIFIABLE,0.8,0.2,0.2,The complaint is about identity theft with no clear relationship with the institution.,none
3240670,credit_card,EVALUATIVE,0.8,0.2,0.8,"The complaint focuses on incorrect reasons for credit denial, such as 'false statement' and 'too few accounts currently paid as agreed.'",The consumer expresses frustration with the denial of credit based on what they perceive as incorrect information.
15840267,credit_card,DELEGATIVE,0.8,0.8,0.4,"The consumer feels punished and harmed after paying off the debt, describing the practice as predatory.",The complaint suggests a sense of betrayal and unfair treatment after fulfilling obligations.
11833406,credit_card,UNCLASSIFIABLE,0.9,0.1,0.1,The complaint is about identity theft with no relationship to the institution.,none
16451598,credit_card,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on unmet performance expectations with autopay not functioning and incorrect information being provided.,The consumer expresses frustration with poor service quality and incorrect charges affecting their credit report.
5897703,credit_card,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on incorrect charges and broken processes, such as being charged interest and late fees despite the account being closed and systems being down.",The consumer expresses frustration with the inability to access the account and pay due to system issues.
5162263,credit_card,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on unmet performance expectations and a failure to properly investigate the dispute.,The consumer expresses frustration with the service quality and the handling of their dispute.
3010280,credit_card,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on incorrect payment allocations and unmet performance expectations.,The consumer expresses frustration and dissatisfaction with the service quality and processes.
18850036,credit_card,EVALUATIVE,0.8,0.2,0.8,The complaint focuses on incorrect charges and failure to resolve a claim about unauthorized charges.,The consumer expresses frustration about being charged for transactions they did not make.
6378153,credit_card,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on Synchrony Bank's failure to rectify an inaccuracy on the consumer report and the use of 'stall tactics'.,"The consumer references specific legal obligations under 15 USC 1681s-2, indicating a focus on unmet performance expectations."
15108072,credit_card,EVALUATIVE,0.8,0.3,0.8,Every representative gave a promise the company did not keep.,The complaint focuses on unmet promises and incorrect actions regarding a fraud claim.
16251369,credit_card,EVALUATIVE,0.8,0.3,0.8,"Despite repeated efforts and submission of clear evidence, Goldman Sachs has failed to honor my dispute.",The complaint focuses on the failure to resolve a fraudulent charge dispute despite providing evidence.
8997380,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges and poor service quality, with frustration about having to go through hoops for a charge not authorized.",The consumer expresses dissatisfaction with the process and the lack of acknowledgment of their issue.
4760243,credit_card,EVALUATIVE,0.85,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as not receiving the necessary letter to continue the dispute.",The consumer expresses frustration with the process and the failure to communicate effectively.
5058864,credit_card,EVALUATIVE,0.8,0.2,0.8,"The complaint focuses on a 7-day hold on funds despite the payment being made, indicating unmet performance expectations.","The language expresses frustration with the process, describing it as 'beyond insane.'"
9042942,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as receiving items in unusable condition and the refusal to provide a reasonable refund.",The consumer expresses frustration with the process and the handling of the dispute by Goldman Sachs.
3378346,credit_card,EVALUATIVE,0.7,0.4,0.7,"The complaint focuses on unmet performance expectations, such as the dispute being closed and declined despite evidence of fraud, and the company's failure to resolve the issue within the promised timeframe.",The consumer expresses frustration with the company's deceptive marketing practices and failure to protect against fraud as stated in the cardholder agreement.
4491742,credit_card,DELEGATIVE,0.8,0.8,0.4,"Citi bank supposed to protect their customers, I got denied to accommodate by the hotel, got charge {$730.00} for it.",The consumer expresses a sense of betrayal by Citibank for not protecting them against the hotel's actions.
3300887,credit_card,UNCLASSIFIABLE,0.6,0.5,0.5,"The complaint mixes frustration with unmet expectations and a sense of being discriminated against, without a dominant mode.","The consumer expresses dissatisfaction with both Capital One and the CFPB, but the language does not clearly align with either trust failure mode."
5036455,credit_card,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on unmet performance expectations regarding credit limit increases despite improved financial status.,"The consumer expresses frustration and confusion about the credit limit policy, indicating dissatisfaction with service quality."
9171204,credit_card,EVALUATIVE,0.85,0.4,0.9,"The complaint focuses on unmet performance expectations, specifically the failure to send the refund to the correct bank and the lack of timely communication.","The consumer expresses frustration and dissatisfaction with the process and service quality, indicating an evaluative trust failure."
6615967,credit_card,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as not receiving expected rewards and being given inconsistent information.",The consumer expresses frustration at the incompetence and failure to notify about the change in rewards eligibility.
1846097,credit_card,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on a payment not being credited and the consumer's frustration with the process of resolving the issue.,The consumer describes a failure in the payment process and the inability of both institutions to resolve the issue satisfactorily.
6627489,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as not receiving the explanation letter and the mishandling of the fraud investigation.","The consumer expresses frustration with the process and lack of resolution, indicating dissatisfaction with service delivery."
2115192,credit_card,EVALUATIVE,0.85,0.2,0.9,I want to be compensated by Chase Bank for the higher interest rate this incompetence has caused me.,"The complaint focuses on incorrect reporting and lack of communication, indicating unmet performance expectations."
8716257,credit_card,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on incorrect denial reasons and procedural issues with the application process.,The consumer expresses frustration with the process and the need to wait before reapplying.
8869607,credit_card,UNCLASSIFIABLE,0.6,0.5,0.5,"The complaint involves unauthorized charges and potential HIPAA violations, but does not clearly reflect either trust mode.","The mention of fraudulent billing practices and unauthorized charges suggests evaluative elements, but the focus on HIPAA violations and reporting to authorities introduces delegative aspects."
2946406,credit_card,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on incorrect reasons for account closure and a duplicated credit inquiry.,The consumer expresses frustration with the reasons given for being deemed a credit risk despite a long banking history.
3851951,credit_card,DELEGATIVE,0.85,0.85,0.4,I feel like they tricked me with false Promises to get me to agree to suspend my account & make a year of payments to them.,"The complaint expresses a sense of betrayal and broken loyalty, especially given the 18-year relationship with Discover."
6591048,credit_card,UNCLASSIFIABLE,0.8,0.2,0.2,The complaint is about identity theft with no clear relationship with the institution.,none
3166935,credit_card,EVALUATIVE,0.8,0.2,0.8,The complaint focuses on the credit card company rejecting the dispute claim and the card being charged despite being told it was declined.,"The consumer expresses frustration with the process and the outcome, indicating unmet performance expectations."
5117122,credit_card,UNCLASSIFIABLE,0.7,0.2,0.3,"The complaint is a formal request to opt out of information sharing, citing legal rights without emotional content.","The language is technical and regulatory-focused, lacking personal emotional expression."
3204194,credit_card,UNCLASSIFIABLE,0.6,0.3,0.4,"The complaint expresses confusion about a late payment and suggests a possible issue with receiving statements, but does not clearly reflect unmet performance expectations or betrayal.",The language lacks strong emotional content or clear indications of either evaluative or delegative trust failure.
3472951,credit_card,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on incorrect charges and poor service quality, such as being charged returned check fees due to the bank's failure to update account information.",The consumer expresses frustration and dissatisfaction with the bank's repeated errors and lack of resolution.
3137497,credit_card,EVALUATIVE,0.8,0.2,0.8,"The complaint focuses on unmet performance expectations and poor service quality, as the consumer does not understand the denial despite having a long credit history.",The consumer expresses frustration with customer service's inability to provide an explanation.
2787289,credit_card,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on incorrect charges and unmet promises regarding overdraft fees.,Repeated calls to Citibank about the issue indicate frustration with poor service quality.
2828828,credit_card,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on incorrect charges and unmet promises, such as the unauthorized protection payments and the unfulfilled refund promise.",The consumer expresses frustration and dissatisfaction with the service quality and the failure to perform as advertised.
9501823,credit_card,EVALUATIVE,0.8,0.3,0.8,They refused to issue me credit for the fraudulent transactions.,The complaint focuses on unmet performance expectations and the impact on credit score.
3476837,credit_card,EVALUATIVE,0.85,0.3,0.8,The complaint focuses on the inability to redeem cash back rewards and lack of information on the process.,The consumer expresses frustration with the service representative's inability to provide assistance.
5222409,credit_card,UNCLASSIFIABLE,0.7,0.3,0.4,"The complaint is primarily about receiving an unsolicited card and concerns about identity theft, with no clear emotional content related to trust.","The mention of customer service issues suggests frustration, but the main focus is on identity theft concerns."
11922089,credit_card,UNCLASSIFIABLE,0.4,0.3,0.3,The complaint is a complex legal argument citing numerous statutes and regulations without clear emotional content or personal narrative.,"The language is formal and legalistic, focusing on statutory rights and obligations rather than personal trust or service failure."
14365551,credit_card,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on unmet performance expectations and poor service quality due to lack of communication about expiration terms.,"The consumer expresses frustration at not being notified about the expiration date, which is a functional problem."
10293164,credit_card,DELEGATIVE,0.85,0.9,0.6,"The complaint describes Comenity's actions as 'unethical, malicious attempt to giuge and swindle fees' and 'theft through arbitrary fees,' indicating a sense of betrayal and abuse of trust.","The consumer expresses a lack of faith in regulatory bodies and describes the company's actions as 'soulless predatory capitalism,' which suggests a deeper sense of moral outrage."
5131390,credit_card,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations, such as the failure to provide receipts with the consumer's signature and the incorrect reapplication of charges.","The consumer expresses frustration with the process and the lack of credibility in handling the claim, indicating dissatisfaction with service quality."
11981778,credit_card,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on incorrect charges and the failure to refund money as expected.,The consumer expresses frustration with the process and the lack of resolution despite multiple calls.
4671688,credit_card,EVALUATIVE,0.85,0.2,0.8,The complaint focuses on incorrect charges and failure to resolve the claim.,The consumer expresses frustration with the process and outcome.
9462812,credit_card,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on Barclays not crediting the account and insisting they never cashed the check despite evidence.,"The consumer expresses frustration and describes the situation as 'very frustrating' and 'playing dumb,' indicating dissatisfaction with service quality."
6225772,credit_card,UNCLASSIFIABLE,0.6,0.3,0.4,The complaint primarily describes identity theft and a factual dispute about unauthorized transactions.,The consumer expresses confusion about the situation but does not clearly indicate a trust relationship with American Express.
12166295,credit_card,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on the credit card company's failure to properly handle the fraudulent charges and the consumer's dissatisfaction with the investigation outcome.,The consumer expresses frustration with the company's decision to validate the charges despite their appeal.
5713010,credit_card,DELEGATIVE,0.8,0.8,0.4,"The consumer expresses astonishment and disappointment in Amex's failure to 'have the back of their customers,' indicating a sense of betrayal of trust.","The complaint mentions a reliance on Amex's reputation for customer protection, which suggests a delegative trust relationship."
7360541,credit_card,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations, such as the refusal to close the account and refund disputed charges.","The consumer expresses frustration with the process and service quality, indicating dissatisfaction with the institution's competence."
4737741,credit_card,UNCLASSIFIABLE,0.6,0.3,0.4,"The complaint involves a fraud incident and the consumer's attempts to resolve it, but lacks clear emotional language indicating either trust mode.",The complaint describes a factual dispute and procedural responses from the institutions involved.
10068686,credit_card,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on incorrect charges and poor service quality, such as not receiving a bill and being charged fees and interest incorrectly.",The consumer expresses frustration with the bank's processes and mentions a history of similar issues with the institution.
9948772,credit_card,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on incorrect charges and poor service quality, with the consumer expressing frustration at the bank's inability to explain the charges.","The consumer mentions the time spent on phone calls and conversations to resolve the issue, indicating dissatisfaction with service quality."
14284264,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, as the consumer's claim was denied despite following the required process.",The consumer expresses frustration with the inability to resolve the issue through customer service.
3203772,credit_card,UNCLASSIFIABLE,0.7,0.3,0.2,"The complaint primarily describes identity theft by someone the consumer knows, with no clear relationship with the financial institution.",The complaint includes emotional distress about the situation but does not clearly attribute blame to the financial institution.
8320049,credit_card,UNCLASSIFIABLE,0.8,0.2,0.2,"The complaint is primarily about identity theft, with no clear emotional content or relationship dynamics.",The consumer reports actions taken by Wells Fargo and Experian but does not express personal feelings of betrayal or unmet expectations.
3514848,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on the way the balance was presented, leading to a misunderstanding about borrowing.",The consumer expresses frustration about credit reporting issues due to this misunderstanding.
2721761,credit_card,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on unmet performance expectations regarding the interest rate terms.,The consumer expresses dissatisfaction with the service quality and misleading information.
5745576,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as the difficulty in removing an address from mailing lists and ineffective customer service.",The mention of 'hoops you have to jump through' and the frustration with the call process supports an evaluative trust failure.
14685662,credit_card,EVALUATIVE,0.9,0.2,0.9,The complaint focuses on the lack of proof of delivery and failure to meet industry best practices for confirming receipt.,"The consumer emphasizes unmet performance expectations and procedural failures, such as not obtaining a signature for delivery."
6689764,credit_card,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on unmet performance expectations, specifically the failure to refund the credit as promised.",The mention of calling customer service and being told a refund would occur indicates frustration with service quality.
9135767,credit_card,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on unmet performance expectations with autopay not working and incorrect account information leading to late fees and interest charges.,"The consumer expresses frustration with the process and service quality, such as the supervisor not calling back and the autopay system failing repeatedly."
6422494,credit_card,EVALUATIVE,0.8,0.3,0.8,Chime continues to ignore us or give us definitive information verifying all three cards/accounts have been cancelled.,"The complaint focuses on poor service quality and failure to perform as expected, such as being disconnected and not receiving clear information."
1429257,credit_card,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as the failure to negotiate a settlement and the rude customer service.","The consumer expresses frustration with the process and the misinformation provided, indicating dissatisfaction with the service."
12211440,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unauthorized withdrawal, indicating a failure to perform as expected.",The mention of this being the second occurrence suggests a pattern of unmet performance expectations.
14191452,credit_card,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on incorrect reporting of payments and balances to credit bureaus.,The consumer expresses frustration with the failure to accurately update payment information.
6289994,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as the inability to file a dispute immediately and the rude customer service experience.","The consumer expresses frustration about the process and the representative's behavior, indicating dissatisfaction with service quality."
12022857,credit_card,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on BofA's inability to explain where the funds are and the resulting delays and monetary damages.,The consumer expresses frustration with poor service quality and unmet performance expectations.
2760614,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges and unmet performance expectations, specifically the misdiagnosis and the demand for a refund.",The consumer expresses frustration with the service quality and the financial impact of the incorrect service.
3202526,credit_card,EVALUATIVE,0.85,0.3,0.8,The complaint focuses on the unexpected decrease in credit line and describes it as 'very deceptive'.,The consumer expresses frustration with the process and the lack of clear communication.
3804595,credit_card,EVALUATIVE,0.9,0.2,0.9,The complaint focuses on unmet performance expectations and failure to issue a refund for a canceled flight.,The consumer expresses frustration with the process of contacting the company and disputing the charge.
13240888,credit_card,UNCLASSIFIABLE,0.9,0.2,0.3,"The complaint is about identity theft and unauthorized inquiries, with no clear emotional content reflecting trust failure.",The complaint focuses on procedural issues and legal requirements rather than a personal relationship with the institution.
6855508,credit_card,EVALUATIVE,0.9,0.2,0.9,"The complaint focuses on unmet performance expectations and poor service quality, as the consumer repeatedly mentions promises not fulfilled and delays in processing the credit.",The consumer expresses frustration and dissatisfaction with the service quality and the time taken to resolve the issue.
8277632,credit_card,UNCLASSIFIABLE,0.7,0.3,0.4,"The complaint involves identity theft and a factual dispute about unauthorized charges, with no clear emotional content indicating trust failure.","The consumer mentions a misunderstanding and willingness to pay part of the bill, but this does not clearly indicate evaluative or delegative trust failure."
11783228,credit_card,EVALUATIVE,0.9,0.2,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as double charging and inadequate explanations for discrepancies.","The consumer expresses frustration with the process and lack of satisfactory explanations, indicating dissatisfaction with service quality."
2062600,credit_card,UNCLASSIFIABLE,0.7,0.2,0.3,"The complaint is about an unauthorized credit card issuance and hard credit check, but lacks emotional content or clear trust mode.",The complaint is factual and does not express frustration or betrayal.
4277754,credit_card,EVALUATIVE,0.85,0.3,0.9,Huge scam to false promote service. They refuse to explain cause!,"The complaint focuses on unmet performance expectations and poor service quality, such as the account being closed without explanation and the delay in refunding money."
16133249,credit_card,EVALUATIVE,0.9,0.2,0.9,The complaint focuses on unmet performance expectations and failure to honor an advertised sign-up bonus.,The consumer expresses frustration with the lack of transparency and misleading information during the application process.
4518679,credit_card,EVALUATIVE,0.85,0.3,0.8,The complaint focuses on the credit card company lowering the credit limit and the negative impact on the consumer's credit score.,The consumer expresses frustration with the company's lack of helpfulness and transparency.
11801709,credit_card,EVALUATIVE,0.8,0.3,0.8,The verification process performed by XXXX was a joke! He only asked for my XXXX XXXX and Full Name - That's it!!,"The complaint focuses on the lack of security and poor verification process, indicating unmet performance expectations."
9513605,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on the unwanted issuance of a credit card and the potential impact on the consumer's credit score, which are unmet performance expectations.",The consumer expresses frustration with the process and the inability to resolve the issue through customer service.
9899247,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges and a failure to perform as expected, with the consumer expressing frustration over the handling of the investigation and the delay in transaction visibility.",The consumer mentions dissatisfaction with the investigation process and the time it took for the issue to appear on their account.
2351853,credit_card,DELEGATIVE,0.85,0.85,0.4,"I am tired of the lies, deception, false statements, and bad faith being exhibited by this vicious bank.","The complaint mentions 'fraudulently posted a charge' and 'prolonging the process,' indicating a sense of betrayal and abuse of trust."
3943638,credit_card,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on incorrect charges and unmet performance expectations, as the consumer is being charged for items they never received.",The mention of the shipping company damaging the items and the company not having replacements indicates a broken process.
10579879,credit_card,DELEGATIVE,0.8,0.8,0.5,"I have lost faith in AMEX as a company that I can count on, both personally or professionally.","The complaint describes a sense of betrayal and harm to a long-standing relationship, with language suggesting AMEX is using their review process to harm loyal clients."
18118254,credit_card,DELEGATIVE,0.9,0.9,0.3,"The complaint describes coercion, threats, and misuse of authority by Citi, indicating a betrayal of trust and abuse of the relationship.","The consumer expresses feeling intimidated and manipulated, which aligns with a sense of personal violation."
11269824,credit_card,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as the failure to provide return instructions and repeated denial of the claim despite evidence.",The emotional register is frustration and dissatisfaction with the process and service quality.
11740916,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations, such as not receiving the correct hotel information and the failure to provide a refund.",The consumer expresses frustration and dissatisfaction with the service quality and the handling of the refund process.
3600918,credit_card,UNCLASSIFIABLE,0.6,0.5,0.5,"The complaint mixes issues of unauthorized transactions, lack of assistance, and credit destruction without a clear focus on either evaluative or delegative trust failure.","The complaint includes elements of both unmet service expectations and a sense of betrayal, but neither is dominant."
6809556,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges and poor service quality, such as being unable to communicate effectively with customer service.",The consumer expresses frustration with the bank's failure to remove fraudulent charges and the lack of response to their communications.
4631021,credit_card,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on incorrect charges and failure to update the credit report as agreed.,The consumer expresses frustration with the institution's failure to correct the issue despite multiple contacts.
12178899,credit_card,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on unmet performance expectations, specifically the denial of a credit card application despite having an impeccable credit report.",The consumer expresses frustration and dissatisfaction with the application process and compares their situation to others who were approved.
9355413,credit_card,UNCLASSIFIABLE,0.8,0.2,0.2,The complaint focuses on identity theft with no clear relationship with the institution.,none
10131138,credit_card,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations, specifically the delay in crediting a payment and the resulting inability to use the card.","The consumer expresses frustration with the process and service quality, particularly the delay in updating the credit balance."
2380475,credit_card,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on issues with receiving statements, processing payments, and being charged fees, indicating unmet performance expectations.","The consumer expresses frustration with the service quality and processes, such as difficulty in contacting representatives."
8851624,credit_card,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on incorrect charges, finance fees, and poor service quality, with the consumer expressing frustration at the bank's failure to resolve these issues.","The consumer mentions being on hold for a long time and not getting help from the bank, indicating dissatisfaction with service quality."
4624513,credit_card,EVALUATIVE,0.9,0.2,0.9,"The complaint focuses on not receiving the expected credits and lack of email confirmation, indicating unmet performance expectations.","The consumer mentions previous successful experiences with similar offers, highlighting a failure to perform as advertised this time."
7052479,credit_card,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on incorrect charges, broken processes, and unmet promises, such as the account showing a positive balance but being closed without notification.",The consumer expresses frustration at the lack of communication and the inaccurate information displayed in their online account.
4809429,credit_card,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on incorrect charges and poor service quality, specifically the late fees and lack of explanation for payment delays.",The consumer expresses frustration with the inability to resolve the issue and the impact on their credit.
6139540,credit_card,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as the inability to use the card and the company's failure to resolve the issue in a timely manner.",The consumer expresses frustration at the incompetence and lack of resolution over a two-week period.
1695830,credit_card,PARSE_ERROR,,,,,max retries exceeded
3595175,credit_card,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as the failure to refund the money as promised and the repeated ineffective customer service interactions.",The consumer expresses frustration with the process and the lack of resolution over an extended period.
3436749,credit_card,EVALUATIVE,0.85,0.2,0.85,"The complaint focuses on unmet performance expectations and poor service quality, as the consumer was denied a secured card after following the bank's instructions.",The consumer expresses frustration and dissatisfaction with the process and the outcome.
10789603,credit_card,UNCLASSIFIABLE,0.7,0.3,0.4,The complaint primarily describes a scam involving impersonation and does not clearly reflect a trust mode with the financial institution.,"The consumer mentions contacting legitimate customer service and a credit card dispute, but these do not strongly indicate either trust mode."
10484223,credit_card,EVALUATIVE,0.9,0.3,0.9,The complaint focuses on unmet performance expectations and failure to deliver promised services as outlined in the contract.,"The language used is centered around breaches of contract and failure to perform as advertised, indicating dissatisfaction with service quality."
7757094,credit_card,DELEGATIVE,0.8,0.8,0.5,"The complaint emphasizes that the actions were 'not acceptable for a fiduciary,' indicating a sense of betrayal in a fiduciary relationship.","The repeated mention of 'deliberate harassment or bumbling incompetence' suggests a mix of betrayal and incompetence, but the fiduciary reference is stronger."
4255151,credit_card,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on unmet performance expectations and failure to notify about autopay errors.,The consumer expresses frustration with customer service and the failure to perform as advertised.
9721136,credit_card,EVALUATIVE,0.9,0.2,0.9,The complaint focuses on unmet performance expectations with the rewards program and poor customer service.,The consumer expresses frustration with the lack of escalation options and describes the card as the worst they have had.
6321537,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges and poor service quality, such as late fees and interest charges that the consumer believes are unjustified.",The consumer expresses frustration and dissatisfaction with the billing process and the discrepancy in the statement.
7978699,credit_card,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as failing to block a merchant and not providing provisional credit.",The consumer expresses frustration and dissatisfaction with the bank's handling of disputes and account security.
2048128,credit_card,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on HSBC's failure to stop reporting negative information despite a promise to delete the tradelines.,The consumer expresses frustration with HSBC's repeated reporting of charge-offs after being assured it would stop.
3288187,credit_card,DELEGATIVE,0.8,0.8,0.5,"The complaint describes the practices as 'predatory,' indicating a sense of betrayal and abuse of the relationship.","The consumer expresses confusion and frustration with explanations, but the focus on 'predatory practice' suggests a deeper trust violation."
6370067,credit_card,EVALUATIVE,0.9,0.2,0.9,they never gave me the rewards promised in the promotion,The complaint focuses on unmet performance expectations and failure to deliver as advertised.
3225440,credit_card,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations, such as payments not being completed and lack of notification.","The consumer expresses frustration with the service quality and processes, such as the live chat interaction and fee removal."
4662942,credit_card,UNCLASSIFIABLE,0.7,0.3,0.3,The complaint describes a suspicious text message and the consumer's decision-making process without clear emotional content or a direct accusation against the bank.,The consumer expresses suspicion and caution but does not directly accuse the bank of failing or betraying trust.
6398655,credit_card,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on the app not working and inability to change banking information, indicating unmet performance expectations.",Mentions of customer service issues and others experiencing the same problem suggest a systemic service failure.
5047694,credit_card,EVALUATIVE,0.8,0.3,0.8,"I received no written or verbal notice of the intention, required action, which is bad business.","The complaint focuses on the lack of notice and the inconvenience caused, indicating unmet performance expectations."
2104439,credit_card,EVALUATIVE,0.85,0.3,0.9,I find it egregious and unfair and would like to submit my complete dissatisfaction with this policy.,"The complaint focuses on a specific policy and its impact, indicating unmet performance expectations."
13278698,credit_card,UNCLASSIFIABLE,0.7,0.2,0.3,"The complaint is primarily about identity theft, where the consumer has no direct relationship with the institution.","The consumer expresses concern about identity theft and seeks advice on prevention, but does not express unmet performance expectations or betrayal."
11275316,credit_card,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations and incorrect charges, such as unauthorized transactions and failure to maintain promised account settings.",The consumer expresses frustration and dissatisfaction with PayPal's handling of the account and transactions.
12136698,credit_card,UNCLASSIFIABLE,0.6,0.3,0.4,The complaint primarily describes a factual dispute over fraudulent charges and the bank's investigation outcome.,The complaint lacks emotional language indicating either evaluative or delegative trust failure.
12128201,credit_card,EVALUATIVE,0.8,0.2,0.8,The complaint focuses on 'inaccurately reported late payments' and 'errors in certain accounts.',The request for investigation suggests a focus on correcting functional errors.
7818847,credit_card,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on incorrect charges and failure to provide statements, indicating unmet performance expectations.","The mention of 'gambling techniques' and 'beyond legal' suggests some delegative elements, but the focus remains on service failures."
10352177,credit_card,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on incorrect charges, broken processes, and unmet promises, such as the failure to process the check in a timely manner and penalizing the consumer for faulty processes.",The consumer expresses frustration with poor service quality and the institution's refusal to accept responsibility.
3757711,credit_card,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on incorrect charges and the failure to resolve a dispute about unauthorized transactions.,The consumer expresses frustration with the process and the refusal to reopen the dispute.
10201400,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges and unmet performance expectations, specifically the refusal to process the transaction in the local currency leading to additional fees.","The consumer expresses frustration at the handling of the dispute by Wells Fargo and the hotel, indicating dissatisfaction with service quality."
7036459,credit_card,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on incorrect charges and the bank's failure to block the vendor despite requests.,"The consumer expresses frustration with the bank's inability to stop the charges, indicating unmet performance expectations."
3801776,credit_card,UNCLASSIFIABLE,0.9,0.2,0.2,The complaint primarily describes a potential identity theft situation with no clear emotional content related to trust failure.,The consumer's actions are focused on resolving a factual issue rather than expressing dissatisfaction or betrayal.
14324239,credit_card,DELEGATIVE,0.7,0.7,0.3,The consumer mentions that the bank did not handle the situation with regard to their best interests.,The mention of 'best interests' suggests a fiduciary expectation.
